judge,prompt_id,u_n1,u_n2,u_n4,u_n8,u_n16,u_n32,u_n64,u_n128,u_n256,u_n512
Phi-3.5-mini-instruct,fact_00471_D. B. Nihalsinghe,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00472_Joji (musician),0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00473_Rory Byrne,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00474_Shigeru Fukudome,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00475_Vladimir Lenin,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00476_Napoleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00477_Kion Smith,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00478_F. Gwynplaine MacIntyre,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0
Phi-3.5-mini-instruct,fact_00479_Jonathan Roy,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00480_Hiren Gohain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00481_Stephen J. Mackwell,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00482_William G. Angel,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00483_Vujadin Savić,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00484_Marli Renfro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00485_Rii Sen,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00486_Fidel Castro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00487_Gubby Allen,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00488_Funke Abimbola,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00489_Bir Hambir,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00490_Sayuri Yamauchi,0.5,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00491_Avraham Eilam-Amzallag,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00492_Date Narikuni,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00493_Nonzee Nimibutr,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00494_Ralph Macchio,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00495_Ariel Behar,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00496_Lou Briel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00497_Joseph Jaquet,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00498_DeAnna Bennett,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00499_Jennifer Paz,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,g4fs4z,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,gyp3c3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,hmsv36,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,hrkod1,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,irdp6g,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,iuj8br,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,jizn99,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,jjrido,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,llrdyo,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,lvcurd,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,m70bt5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,mjrz7h,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_000,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_001,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_bio_002,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_003,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_004,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_bio_006,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_bio_007,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_008,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_009,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_bio_011,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_012,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_bio_013,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_015,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_016,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_017,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_018,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_019,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_020,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_bio_021,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_022,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_023,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_024,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_025,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_026,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_027,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_028,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_029,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_bio_030,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_031,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_032,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_034,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_bio_035,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_036,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_bio_038,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_039,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_000,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_nar_001,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_nar_002,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_003,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_004,0.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_005,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_006,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_007,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_008,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,neutral_nar_009,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_010,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_011,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_012,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_nar_014,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_015,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_017,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_018,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_019,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_020,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_021,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_nar_023,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,neutral_nar_024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_nar_025,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_026,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_027,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_028,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_nar_029,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_nar_030,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_031,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_032,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_033,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_nar_034,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,neutral_nar_035,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_036,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_037,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_038,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_039,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_ncs_001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_002,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_ncs_003,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_005,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_007,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_011,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_012,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_016,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_018,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_019,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_021,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_022,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_023,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_025,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_029,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_030,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_031,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_032,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_034,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_ncs_038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_002,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_qa_003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_004,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_005,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_006,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_007,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_009,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_qa_010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_011,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_013,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5
Phi-3.5-mini-instruct,neutral_qa_014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_018,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_019,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_022,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_025,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_026,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_027,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_028,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_029,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_qa_030,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_032,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_033,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_037,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_038,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_qa_039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,neutral_sum_001,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_003,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_004,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_sum_005,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_sum_006,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_010,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_011,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
