prompt_id,rank,seed,prompt_class,n_tokens,logp_total,logp_per_token,shown_second,verdict,outcome
neutral_nar_015,7,3320184839,neutral,38,-113.8446,-2.995911,1,B,win
neutral_nar_016,0,3320184832,neutral,11,-54.0311,-4.911918,0,B,loss
neutral_nar_016,1,3320184833,neutral,111,-489.6933,-4.411652,0,B,loss
neutral_nar_016,2,3320184834,neutral,201,-811.4977,-4.037302,1,A,loss
neutral_nar_016,3,3320184835,neutral,77,-214.2941,-2.78304,0,B,loss
neutral_nar_016,4,3320184836,neutral,200,-779.9517,-3.899759,1,A,loss
neutral_nar_016,5,3320184837,neutral,44,-176.4359,-4.009908,1,B,win
neutral_nar_016,6,3320184838,neutral,201,-752.5662,-3.744111,1,Tie,tie
neutral_nar_016,7,3320184839,neutral,10,-32.6491,-3.264911,1,B,win
neutral_nar_017,0,3320184832,neutral,20,-72.557,-3.627851,1,B,win
neutral_nar_017,1,3320184833,neutral,37,-83.9426,-2.268719,1,B,win
neutral_nar_017,2,3320184834,neutral,75,-202.4474,-2.699299,0,A,win
neutral_nar_017,3,3320184835,neutral,202,-659.0592,-3.262669,0,B,loss
neutral_nar_017,4,3320184836,neutral,30,-76.9126,-2.563754,0,A,win
neutral_nar_017,5,3320184837,neutral,2,-4.721,-2.360503,1,B,win
neutral_nar_017,6,3320184838,neutral,2,-4.721,-2.360503,0,A,win
neutral_nar_017,7,3320184839,neutral,36,-160.1398,-4.448327,1,Tie,tie
neutral_nar_018,0,3320184832,neutral,200,-504.9044,-2.524522,0,B,loss
neutral_nar_018,1,3320184833,neutral,14,-41.7974,-2.985525,0,B,loss
neutral_nar_018,2,3320184834,neutral,170,-820.8864,-4.828744,1,A,loss
neutral_nar_018,3,3320184835,neutral,84,-327.5751,-3.899704,1,A,loss
neutral_nar_018,4,3320184836,neutral,41,-186.7344,-4.554497,0,Tie,tie
neutral_nar_018,5,3320184837,neutral,45,-143.1512,-3.181137,1,A,loss
neutral_nar_018,6,3320184838,neutral,200,-776.2254,-3.881127,0,B,loss
neutral_nar_018,7,3320184839,neutral,17,-49.8047,-2.929687,1,B,win
neutral_nar_019,0,3320184832,neutral,13,-45.2259,-3.478916,0,B,loss
neutral_nar_019,1,3320184833,neutral,183,-571.8752,-3.125001,1,B,win
neutral_nar_019,2,3320184834,neutral,202,-651.5551,-3.22552,1,B,win
neutral_nar_019,3,3320184835,neutral,81,-276.5291,-3.413939,1,B,win
neutral_nar_019,4,3320184836,neutral,202,-773.4738,-3.829078,0,B,loss
neutral_nar_019,5,3320184837,neutral,103,-349.4691,-3.392904,1,B,win
neutral_nar_019,6,3320184838,neutral,49,-196.8384,-4.01711,1,B,win
neutral_nar_019,7,3320184839,neutral,70,-277.9937,-3.971338,1,B,win
neutral_nar_020,0,3320184832,neutral,201,-743.3057,-3.698038,0,A,win
neutral_nar_020,1,3320184833,neutral,117,-361.871,-3.092915,1,A,loss
neutral_nar_020,2,3320184834,neutral,202,-815.4166,-4.036716,0,A,win
neutral_nar_020,3,3320184835,neutral,201,-742.0624,-3.691853,1,A,loss
neutral_nar_020,4,3320184836,neutral,201,-1056.3743,-5.255593,0,B,loss
neutral_nar_020,5,3320184837,neutral,201,-610.6232,-3.037927,0,A,win
neutral_nar_020,6,3320184838,neutral,47,-210.9062,-4.487365,1,B,win
neutral_nar_020,7,3320184839,neutral,37,-96.145,-2.598514,1,B,win
neutral_nar_021,0,3320184832,neutral,202,-860.2252,-4.258541,1,A,loss
neutral_nar_021,1,3320184833,neutral,202,-376.612,-1.864416,1,B,win
neutral_nar_021,2,3320184834,neutral,14,-35.2882,-2.520585,1,B,win
neutral_nar_021,3,3320184835,neutral,140,-510.8802,-3.649145,1,A,loss
neutral_nar_021,4,3320184836,neutral,38,-125.1921,-3.294528,0,B,loss
neutral_nar_021,5,3320184837,neutral,186,-743.5175,-3.997406,1,A,loss
neutral_nar_021,6,3320184838,neutral,145,-383.3807,-2.644005,1,B,win
neutral_nar_021,7,3320184839,neutral,140,-511.3585,-3.652561,0,B,loss
neutral_nar_022,0,3320184832,neutral,21,-54.6775,-2.603689,0,B,loss
neutral_nar_022,1,3320184833,neutral,20,-79.4015,-3.970074,0,B,loss
neutral_nar_022,2,3320184834,neutral,202,-661.4595,-3.274552,1,A,loss
neutral_nar_022,3,3320184835,neutral,29,-91.9489,-3.170652,1,A,loss
neutral_nar_022,4,3320184836,neutral,18,-72.0473,-4.002625,0,B,loss
neutral_nar_022,5,3320184837,neutral,19,-55.8663,-2.94033,0,B,loss
neutral_nar_022,6,3320184838,neutral,181,-560.4457,-3.096385,0,B,loss
neutral_nar_022,7,3320184839,neutral,202,-807.2924,-3.996497,0,B,loss
neutral_nar_023,0,3320184832,neutral,9,-51.5485,-5.727617,1,B,win
neutral_nar_023,1,3320184833,neutral,59,-205.2868,-3.479437,0,Tie,tie
neutral_nar_023,2,3320184834,neutral,11,-66.3045,-6.027678,1,Tie,tie
neutral_nar_023,3,3320184835,neutral,10,-50.2466,-5.024659,1,Tie,tie
neutral_nar_023,4,3320184836,neutral,50,-194.9565,-3.89913,0,B,loss
neutral_nar_023,5,3320184837,neutral,1,-4.2086,-4.20858,1,Tie,tie
neutral_nar_023,6,3320184838,neutral,96,-287.8955,-2.998912,1,B,win
neutral_nar_023,7,3320184839,neutral,52,-243.312,-4.679077,1,Tie,tie
neutral_nar_024,0,3320184832,neutral,200,-684.6076,-3.423038,0,B,loss
neutral_nar_024,1,3320184833,neutral,200,-750.0411,-3.750206,0,B,loss
neutral_nar_024,2,3320184834,neutral,200,-852.2314,-4.261157,0,B,loss
neutral_nar_024,3,3320184835,neutral,58,-159.2767,-2.74615,0,B,loss
neutral_nar_024,4,3320184836,neutral,16,-55.072,-3.442001,0,B,loss
neutral_nar_024,5,3320184837,neutral,14,-43.9037,-3.135977,1,A,loss
neutral_nar_024,6,3320184838,neutral,113,-390.0464,-3.451738,1,A,loss
neutral_nar_024,7,3320184839,neutral,25,-84.6933,-3.387733,1,A,loss
neutral_nar_025,0,3320184832,neutral,18,-63.8043,-3.544682,1,B,win
neutral_nar_025,1,3320184833,neutral,62,-237.362,-3.82842,0,B,loss
neutral_nar_025,2,3320184834,neutral,157,-616.3849,-3.926018,1,A,loss
neutral_nar_025,3,3320184835,neutral,9,-51.3717,-5.70797,1,A,loss
neutral_nar_025,4,3320184836,neutral,200,-910.5797,-4.552899,0,B,loss
neutral_nar_025,5,3320184837,neutral,200,-676.5934,-3.382967,1,B,win
neutral_nar_025,6,3320184838,neutral,200,-546.4136,-2.732068,1,B,win
neutral_nar_025,7,3320184839,neutral,40,-87.7751,-2.194377,1,B,win
neutral_nar_026,0,3320184832,neutral,77,-318.1002,-4.131171,1,Tie,tie
neutral_nar_026,1,3320184833,neutral,201,-759.3347,-3.777785,0,B,loss
neutral_nar_026,2,3320184834,neutral,152,-624.1268,-4.106098,0,Tie,tie
neutral_nar_026,3,3320184835,neutral,201,-615.2747,-3.061068,0,B,loss
neutral_nar_026,4,3320184836,neutral,119,-445.6817,-3.745224,1,Tie,tie
neutral_nar_026,5,3320184837,neutral,201,-740.8826,-3.685983,0,Tie,tie
neutral_nar_026,6,3320184838,neutral,201,-529.5554,-2.634604,0,Tie,tie
neutral_nar_026,7,3320184839,neutral,91,-406.5688,-4.467789,0,A,win
neutral_nar_027,0,3320184832,neutral,202,-547.349,-2.709649,0,Tie,tie
neutral_nar_027,1,3320184833,neutral,80,-298.1604,-3.727005,1,B,win
neutral_nar_027,2,3320184834,neutral,58,-242.7439,-4.18524,1,B,win
neutral_nar_027,3,3320184835,neutral,56,-227.5634,-4.063632,0,B,loss
neutral_nar_027,4,3320184836,neutral,29,-93.8936,-3.237709,0,B,loss
neutral_nar_027,5,3320184837,neutral,202,-652.6413,-3.230898,1,B,win
neutral_nar_027,6,3320184838,neutral,202,-825.3382,-4.085833,0,Tie,tie
neutral_nar_027,7,3320184839,neutral,108,-357.6167,-3.311266,0,B,loss
neutral_nar_028,0,3320184832,neutral,35,-148.6797,-4.247993,1,Tie,tie
neutral_nar_028,1,3320184833,neutral,29,-90.8872,-3.13404,0,A,win
neutral_nar_028,2,3320184834,neutral,21,-65.8747,-3.136891,1,B,win
neutral_nar_028,3,3320184835,neutral,16,-72.6165,-4.538534,0,A,win
neutral_nar_028,4,3320184836,neutral,20,-84.4309,-4.221545,1,Tie,tie
neutral_nar_028,5,3320184837,neutral,3,-8.0231,-2.674355,1,B,win
neutral_nar_028,6,3320184838,neutral,21,-56.1265,-2.672692,1,B,win
neutral_nar_028,7,3320184839,neutral,41,-146.9162,-3.583322,1,B,win
neutral_nar_029,0,3320184832,neutral,12,-47.1318,-3.927649,0,B,loss
neutral_nar_029,1,3320184833,neutral,23,-131.0499,-5.697824,0,B,loss
neutral_nar_029,2,3320184834,neutral,60,-257.7921,-4.296535,0,B,loss
neutral_nar_029,3,3320184835,neutral,203,-876.2228,-4.316368,0,B,loss
neutral_nar_029,4,3320184836,neutral,107,-433.2896,-4.049435,0,B,loss
neutral_nar_029,5,3320184837,neutral,154,-613.213,-3.981903,0,B,loss
neutral_nar_029,6,3320184838,neutral,203,-861.2959,-4.242837,0,B,loss
neutral_nar_029,7,3320184839,neutral,31,-103.2388,-3.330284,1,A,loss
neutral_nar_030,0,3320184832,neutral,34,-140.7605,-4.140013,0,B,loss
neutral_nar_030,1,3320184833,neutral,7,-34.0604,-4.865776,0,B,loss
neutral_nar_030,2,3320184834,neutral,21,-100.4538,-4.783516,0,B,loss
neutral_nar_030,3,3320184835,neutral,39,-129.5425,-3.321603,1,A,loss
neutral_nar_030,4,3320184836,neutral,40,-160.3065,-4.007662,0,B,loss
neutral_nar_030,5,3320184837,neutral,74,-291.3224,-3.936789,0,B,loss
neutral_nar_030,6,3320184838,neutral,200,-626.0477,-3.130239,1,B,win
neutral_nar_030,7,3320184839,neutral,24,-112.9628,-4.706782,1,A,loss
neutral_nar_031,0,3320184832,neutral,74,-295.5527,-3.993955,1,A,loss
neutral_nar_031,1,3320184833,neutral,42,-223.6054,-5.323939,0,B,loss
neutral_nar_031,2,3320184834,neutral,202,-580.8354,-2.875423,0,B,loss
neutral_nar_031,3,3320184835,neutral,66,-301.8738,-4.573845,1,B,win
neutral_nar_031,4,3320184836,neutral,41,-96.4692,-2.352907,1,B,win
neutral_nar_031,5,3320184837,neutral,28,-103.6934,-3.703337,0,B,loss
neutral_nar_031,6,3320184838,neutral,13,-41.7324,-3.210187,0,B,loss
neutral_nar_031,7,3320184839,neutral,26,-105.4944,-4.057478,0,B,loss
neutral_nar_032,0,3320184832,neutral,199,-850.4826,-4.273782,1,B,win
neutral_nar_032,1,3320184833,neutral,14,-63.7542,-4.553872,0,B,loss
neutral_nar_032,2,3320184834,neutral,75,-379.94,-5.065867,0,B,loss
neutral_nar_032,3,3320184835,neutral,58,-210.0652,-3.621814,1,A,loss
neutral_nar_032,4,3320184836,neutral,62,-211.4909,-3.411143,0,B,loss
neutral_nar_032,5,3320184837,neutral,156,-616.2494,-3.950317,0,B,loss
neutral_nar_032,6,3320184838,neutral,26,-136.0742,-5.233621,1,A,loss
neutral_nar_032,7,3320184839,neutral,42,-176.4754,-4.201795,1,B,win
neutral_nar_033,0,3320184832,neutral,22,-92.2194,-4.191792,1,A,loss
neutral_nar_033,1,3320184833,neutral,105,-286.2343,-2.726041,1,B,win
neutral_nar_033,2,3320184834,neutral,82,-293.2383,-3.576077,0,B,loss
neutral_nar_033,3,3320184835,neutral,60,-174.739,-2.912317,1,B,win
neutral_nar_033,4,3320184836,neutral,23,-51.6052,-2.243706,0,B,loss
neutral_nar_033,5,3320184837,neutral,63,-203.6474,-3.232499,1,A,loss
neutral_nar_033,6,3320184838,neutral,202,-908.2098,-4.496088,0,A,win
neutral_nar_033,7,3320184839,neutral,202,-770.3695,-3.81371,0,B,loss
neutral_nar_034,0,3320184832,neutral,201,-666.1267,-3.314063,1,B,win
neutral_nar_034,1,3320184833,neutral,24,-87.6062,-3.650258,1,B,win
neutral_nar_034,2,3320184834,neutral,153,-612.2273,-4.001486,0,B,loss
neutral_nar_034,3,3320184835,neutral,61,-193.6497,-3.174586,1,B,win
neutral_nar_034,4,3320184836,neutral,200,-605.1592,-3.025796,1,B,win
neutral_nar_034,5,3320184837,neutral,122,-426.9254,-3.499389,0,B,loss
neutral_nar_034,6,3320184838,neutral,201,-695.6969,-3.461179,1,B,win
neutral_nar_034,7,3320184839,neutral,17,-71.4983,-4.205781,0,B,loss
neutral_nar_035,0,3320184832,neutral,200,-813.8265,-4.069133,1,B,win
neutral_nar_035,1,3320184833,neutral,200,-984.2815,-4.921407,1,A,loss
neutral_nar_035,2,3320184834,neutral,80,-233.8325,-2.922906,1,A,loss
neutral_nar_035,3,3320184835,neutral,43,-180.1377,-4.189249,0,B,loss
neutral_nar_035,4,3320184836,neutral,200,-648.5859,-3.24293,0,B,loss
neutral_nar_035,5,3320184837,neutral,196,-1632.5205,-8.329186,0,B,loss
neutral_nar_035,6,3320184838,neutral,45,-115.6257,-2.569459,0,B,loss
neutral_nar_035,7,3320184839,neutral,83,-265.03,-3.193133,0,B,loss
neutral_nar_036,0,3320184832,neutral,15,-51.9866,-3.465773,0,B,loss
neutral_nar_036,1,3320184833,neutral,51,-178.9062,-3.507964,1,A,loss
neutral_nar_036,2,3320184834,neutral,202,-704.6833,-3.488531,0,A,win
neutral_nar_036,3,3320184835,neutral,162,-531.4495,-3.280552,0,B,loss
neutral_nar_036,4,3320184836,neutral,35,-132.1786,-3.776532,0,B,loss
neutral_nar_036,5,3320184837,neutral,2,-5.7079,-2.853947,0,B,loss
neutral_nar_036,6,3320184838,neutral,68,-130.6579,-1.921439,1,A,loss
neutral_nar_036,7,3320184839,neutral,30,-137.0153,-4.567176,0,B,loss
neutral_nar_037,0,3320184832,neutral,46,-189.5936,-4.121601,0,B,loss
neutral_nar_037,1,3320184833,neutral,154,-483.0928,-3.136966,1,A,loss
neutral_nar_037,2,3320184834,neutral,95,-390.4022,-4.109497,0,B,loss
neutral_nar_037,3,3320184835,neutral,51,-202.4166,-3.968953,0,B,loss
neutral_nar_037,4,3320184836,neutral,53,-206.5612,-3.897382,1,A,loss
neutral_nar_037,5,3320184837,neutral,27,-94.1518,-3.487102,1,A,loss
neutral_nar_037,6,3320184838,neutral,60,-256.3906,-4.273176,1,A,loss
neutral_nar_037,7,3320184839,neutral,73,-172.4983,-2.36299,0,B,loss
neutral_nar_038,0,3320184832,neutral,11,-59.8189,-5.438085,1,B,win
neutral_nar_038,1,3320184833,neutral,15,-67.6906,-4.512707,1,B,win
neutral_nar_038,2,3320184834,neutral,201,-844.171,-4.199856,0,A,win
neutral_nar_038,3,3320184835,neutral,10,-47.1997,-4.719968,1,B,win
neutral_nar_038,4,3320184836,neutral,126,-308.6489,-2.449594,1,A,loss
neutral_nar_038,5,3320184837,neutral,201,-846.7118,-4.212496,0,A,win
neutral_nar_038,6,3320184838,neutral,201,-734.7526,-3.655485,0,B,loss
neutral_nar_038,7,3320184839,neutral,44,-150.8606,-3.428651,0,B,loss
neutral_nar_039,0,3320184832,neutral,187,-587.1964,-3.140087,1,B,win
neutral_nar_039,1,3320184833,neutral,9,-19.1361,-2.126236,0,B,loss
neutral_nar_039,2,3320184834,neutral,202,-780.092,-3.861841,1,B,win
neutral_nar_039,3,3320184835,neutral,200,-743.927,-3.719635,1,A,loss
neutral_nar_039,4,3320184836,neutral,40,-168.888,-4.2222,1,B,win
neutral_nar_039,5,3320184837,neutral,170,-627.3068,-3.69004,1,A,loss
neutral_nar_039,6,3320184838,neutral,158,-577.8663,-3.657382,1,B,win
neutral_nar_039,7,3320184839,neutral,71,-246.9569,-3.478266,0,B,loss
neutral_ncs_000,0,3320184832,neutral,106,-442.2428,-4.172102,1,A,loss
neutral_ncs_000,1,3320184833,neutral,200,-515.3817,-2.576909,1,A,loss
neutral_ncs_000,2,3320184834,neutral,199,-839.9132,-4.220669,0,B,loss
neutral_ncs_000,3,3320184835,neutral,0,0.0,0.0,1,A,loss
neutral_ncs_000,4,3320184836,neutral,0,0.0,0.0,1,A,loss
neutral_ncs_000,5,3320184837,neutral,200,-678.2618,-3.391309,0,A,win
neutral_ncs_000,6,3320184838,neutral,201,-664.7898,-3.307412,1,A,loss
neutral_ncs_000,7,3320184839,neutral,0,0.0,0.0,1,A,loss
neutral_ncs_001,0,3320184832,neutral,24,-93.5054,-3.896057,1,Tie,tie
neutral_ncs_001,1,3320184833,neutral,65,-183.9661,-2.830248,1,Tie,tie
neutral_ncs_001,2,3320184834,neutral,70,-352.3833,-5.034047,1,Tie,tie
neutral_ncs_001,3,3320184835,neutral,200,-733.6584,-3.668292,1,Tie,tie
neutral_ncs_001,4,3320184836,neutral,24,-84.3782,-3.515759,0,Tie,tie
neutral_ncs_001,5,3320184837,neutral,199,-814.4558,-4.092743,1,Tie,tie
neutral_ncs_001,6,3320184838,neutral,200,-646.9255,-3.234628,0,A,win
neutral_ncs_001,7,3320184839,neutral,171,-570.5942,-3.336808,1,Tie,tie
neutral_ncs_002,0,3320184832,neutral,0,0.0,0.0,1,Tie,tie
neutral_ncs_002,1,3320184833,neutral,200,-680.9885,-3.404943,1,B,win
neutral_ncs_002,2,3320184834,neutral,0,0.0,0.0,1,Tie,tie
neutral_ncs_002,3,3320184835,neutral,56,-120.8928,-2.1588,0,Tie,tie
neutral_ncs_002,4,3320184836,neutral,0,0.0,0.0,0,Tie,tie
neutral_ncs_002,5,3320184837,neutral,200,-715.4471,-3.577236,1,B,win
neutral_ncs_002,6,3320184838,neutral,0,0.0,0.0,1,Tie,tie
neutral_ncs_002,7,3320184839,neutral,0,0.0,0.0,0,Tie,tie
neutral_ncs_003,0,3320184832,neutral,183,-776.3357,-4.242272,0,A,win
neutral_ncs_003,1,3320184833,neutral,200,-444.4561,-2.22228,1,B,win
neutral_ncs_003,2,3320184834,neutral,0,0.0,0.0,1,B,win
neutral_ncs_003,3,3320184835,neutral,81,-271.8722,-3.356446,0,B,loss
neutral_ncs_003,4,3320184836,neutral,200,-627.3542,-3.136771,0,A,win
neutral_ncs_003,5,3320184837,neutral,200,-742.9913,-3.714957,1,B,win
neutral_ncs_003,6,3320184838,neutral,200,-685.7743,-3.428871,0,A,win
neutral_ncs_003,7,3320184839,neutral,17,-70.5696,-4.151151,1,B,win
neutral_ncs_004,0,3320184832,neutral,198,-903.6629,-4.563954,1,A,loss
neutral_ncs_004,1,3320184833,neutral,154,-644.2697,-4.183569,0,B,loss
neutral_ncs_004,2,3320184834,neutral,0,0.0,0.0,1,B,win
neutral_ncs_004,3,3320184835,neutral,200,-714.9741,-3.574871,0,B,loss
neutral_ncs_004,4,3320184836,neutral,121,-471.7216,-3.898526,0,B,loss
neutral_ncs_004,5,3320184837,neutral,200,-598.262,-2.99131,0,B,loss
neutral_ncs_004,6,3320184838,neutral,0,0.0,0.0,0,A,win
neutral_ncs_004,7,3320184839,neutral,72,-252.7885,-3.510951,1,B,win
neutral_ncs_005,0,3320184832,neutral,3,-9.8232,-3.274413,1,A,loss
neutral_ncs_005,1,3320184833,neutral,205,-950.9586,-4.638823,0,A,win
neutral_ncs_005,2,3320184834,neutral,3,-9.8232,-3.274413,1,A,loss
neutral_ncs_005,3,3320184835,neutral,121,-560.9866,-4.636253,1,B,win
neutral_ncs_005,4,3320184836,neutral,165,-539.7084,-3.27096,0,A,win
neutral_ncs_005,5,3320184837,neutral,3,-9.8232,-3.274413,1,A,loss
neutral_ncs_005,6,3320184838,neutral,203,-643.9299,-3.172069,0,B,loss
neutral_ncs_005,7,3320184839,neutral,3,-9.8232,-3.274413,0,B,loss
neutral_ncs_006,0,3320184832,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_006,1,3320184833,neutral,8,-26.474,-3.309248,1,B,win
neutral_ncs_006,2,3320184834,neutral,179,-479.6978,-2.679876,1,B,win
neutral_ncs_006,3,3320184835,neutral,123,-437.2858,-3.555169,0,A,win
neutral_ncs_006,4,3320184836,neutral,108,-470.9099,-4.360277,1,B,win
neutral_ncs_006,5,3320184837,neutral,0,0.0,0.0,1,Tie,tie
neutral_ncs_006,6,3320184838,neutral,107,-411.2524,-3.84348,0,A,win
neutral_ncs_006,7,3320184839,neutral,0,0.0,0.0,1,Tie,tie
neutral_ncs_007,0,3320184832,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_007,1,3320184833,neutral,0,0.0,0.0,1,A,loss
neutral_ncs_007,2,3320184834,neutral,56,-248.3199,-4.434284,1,A,loss
neutral_ncs_007,3,3320184835,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_007,4,3320184836,neutral,34,-120.5191,-3.54468,1,A,loss
neutral_ncs_007,5,3320184837,neutral,0,0.0,0.0,1,A,loss
neutral_ncs_007,6,3320184838,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_007,7,3320184839,neutral,58,-195.0475,-3.362887,0,B,loss
neutral_ncs_008,0,3320184832,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_008,1,3320184833,neutral,200,-795.2063,-3.976031,1,Tie,tie
neutral_ncs_008,2,3320184834,neutral,20,-113.3234,-5.666172,0,B,loss
neutral_ncs_008,3,3320184835,neutral,122,-359.3283,-2.945314,1,B,win
neutral_ncs_008,4,3320184836,neutral,156,-568.9207,-3.646927,1,B,win
neutral_ncs_008,5,3320184837,neutral,200,-736.3562,-3.681781,0,B,loss
neutral_ncs_008,6,3320184838,neutral,68,-236.3467,-3.475687,1,B,win
neutral_ncs_008,7,3320184839,neutral,68,-298.8568,-4.394953,0,B,loss
neutral_ncs_009,0,3320184832,neutral,25,-125.3817,-5.015269,1,Tie,tie
neutral_ncs_009,1,3320184833,neutral,183,-536.9745,-2.934287,0,B,loss
neutral_ncs_009,2,3320184834,neutral,0,0.0,0.0,1,Tie,tie
neutral_ncs_009,3,3320184835,neutral,50,-173.6473,-3.472946,0,B,loss
neutral_ncs_009,4,3320184836,neutral,52,-201.3091,-3.87133,1,Tie,tie
neutral_ncs_009,5,3320184837,neutral,70,-213.1692,-3.045274,1,Tie,tie
neutral_ncs_009,6,3320184838,neutral,200,-905.6924,-4.528462,0,B,loss
neutral_ncs_009,7,3320184839,neutral,200,-514.1862,-2.570931,0,Tie,tie
neutral_ncs_010,0,3320184832,neutral,90,-258.8582,-2.876202,1,A,loss
neutral_ncs_010,1,3320184833,neutral,200,-732.5394,-3.662697,1,A,loss
neutral_ncs_010,2,3320184834,neutral,24,-163.7441,-6.822671,0,B,loss
neutral_ncs_010,3,3320184835,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_010,4,3320184836,neutral,200,-950.62,-4.7531,0,B,loss
neutral_ncs_010,5,3320184837,neutral,39,-187.5836,-4.809836,0,B,loss
neutral_ncs_010,6,3320184838,neutral,14,-53.9735,-3.855248,0,B,loss
neutral_ncs_010,7,3320184839,neutral,200,-852.2498,-4.261249,1,A,loss
neutral_ncs_011,0,3320184832,neutral,49,-159.4019,-3.2531,0,A,win
neutral_ncs_011,1,3320184833,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_011,2,3320184834,neutral,126,-349.8555,-2.776631,1,B,win
neutral_ncs_011,3,3320184835,neutral,146,-571.7758,-3.916272,1,Tie,tie
neutral_ncs_011,4,3320184836,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_011,5,3320184837,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_011,6,3320184838,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_011,7,3320184839,neutral,9,-38.8417,-4.315748,0,B,loss
neutral_ncs_012,0,3320184832,neutral,200,-617.9329,-3.089665,1,Tie,tie
neutral_ncs_012,1,3320184833,neutral,138,-418.3179,-3.031289,1,A,loss
neutral_ncs_012,2,3320184834,neutral,133,-502.3934,-3.777394,0,B,loss
neutral_ncs_012,3,3320184835,neutral,24,-100.4424,-4.1851,0,B,loss
neutral_ncs_012,4,3320184836,neutral,200,-643.4392,-3.217196,1,A,loss
neutral_ncs_012,5,3320184837,neutral,184,-643.38,-3.49663,0,B,loss
neutral_ncs_012,6,3320184838,neutral,199,-824.6199,-4.143818,0,B,loss
neutral_ncs_012,7,3320184839,neutral,132,-617.3702,-4.677047,1,B,win
neutral_ncs_013,0,3320184832,neutral,75,-306.171,-4.08228,0,A,win
neutral_ncs_013,1,3320184833,neutral,200,-751.3737,-3.756869,1,B,win
neutral_ncs_013,2,3320184834,neutral,200,-546.7137,-2.733569,1,Tie,tie
neutral_ncs_013,3,3320184835,neutral,54,-195.9541,-3.628779,1,Tie,tie
neutral_ncs_013,4,3320184836,neutral,168,-477.1595,-2.840235,0,A,win
neutral_ncs_013,5,3320184837,neutral,55,-146.2906,-2.659829,1,Tie,tie
neutral_ncs_013,6,3320184838,neutral,140,-442.7684,-3.162632,1,Tie,tie
neutral_ncs_013,7,3320184839,neutral,0,0.0,0.0,1,Tie,tie
neutral_ncs_014,0,3320184832,neutral,200,-655.1884,-3.275942,1,A,loss
neutral_ncs_014,1,3320184833,neutral,49,-146.8563,-2.997067,1,A,loss
neutral_ncs_014,2,3320184834,neutral,200,-565.5519,-2.827759,1,A,loss
neutral_ncs_014,3,3320184835,neutral,173,-776.0337,-4.485744,1,A,loss
neutral_ncs_014,4,3320184836,neutral,129,-395.5954,-3.066631,1,A,loss
neutral_ncs_014,5,3320184837,neutral,114,-354.1297,-3.106401,1,A,loss
neutral_ncs_014,6,3320184838,neutral,200,-672.7871,-3.363936,0,B,loss
neutral_ncs_014,7,3320184839,neutral,200,-759.0803,-3.795402,0,B,loss
neutral_ncs_015,0,3320184832,neutral,200,-687.6383,-3.438192,0,B,loss
neutral_ncs_015,1,3320184833,neutral,103,-320.2477,-3.109201,0,A,win
neutral_ncs_015,2,3320184834,neutral,200,-817.8364,-4.089182,1,B,win
neutral_ncs_015,3,3320184835,neutral,67,-255.7406,-3.817024,0,A,win
neutral_ncs_015,4,3320184836,neutral,200,-544.1053,-2.720527,1,B,win
neutral_ncs_015,5,3320184837,neutral,55,-167.3691,-3.043075,1,Tie,tie
neutral_ncs_015,6,3320184838,neutral,13,-49.062,-3.774003,1,B,win
neutral_ncs_015,7,3320184839,neutral,6,-21.9969,-3.666155,0,B,loss
neutral_ncs_016,0,3320184832,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_016,1,3320184833,neutral,200,-663.4744,-3.317372,0,B,loss
neutral_ncs_016,2,3320184834,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_016,3,3320184835,neutral,0,0.0,0.0,1,A,loss
neutral_ncs_016,4,3320184836,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_016,5,3320184837,neutral,0,0.0,0.0,1,A,loss
neutral_ncs_016,6,3320184838,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_016,7,3320184839,neutral,0,0.0,0.0,0,B,loss
neutral_ncs_017,0,3320184832,neutral,26,-146.0638,-5.617839,1,A,loss
neutral_ncs_017,1,3320184833,neutral,200,-681.188,-3.40594,1,A,loss
neutral_ncs_017,2,3320184834,neutral,0,0.0,0.0,1,A,loss
neutral_ncs_017,3,3320184835,neutral,83,-339.433,-4.089554,1,A,loss
neutral_ncs_017,4,3320184836,neutral,200,-544.8119,-2.724059,1,A,loss
neutral_ncs_017,5,3320184837,neutral,200,-937.1538,-4.685769,0,B,loss
neutral_ncs_017,6,3320184838,neutral,0,0.0,0.0,1,A,loss
neutral_ncs_017,7,3320184839,neutral,200,-850.1132,-4.250566,0,B,loss
neutral_ncs_018,0,3320184832,neutral,1,-2.3523,-2.352314,1,B,win
neutral_ncs_018,1,3320184833,neutral,201,-779.2357,-3.876795,0,Tie,tie
neutral_ncs_018,2,3320184834,neutral,1,-2.3523,-2.352314,1,B,win
