judge,prompt_id,u_n1,u_n2,u_n4,u_n8
Meta-Llama-3.1-8B-Instruct,neutral_qa_038,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_039,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_000,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_001,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_002,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_003,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_004,0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_005,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_006,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_007,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_008,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_009,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_010,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_011,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_012,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_013,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_014,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_015,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_016,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_017,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_018,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_019,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_020,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_021,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_022,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_023,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_024,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_025,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_026,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_027,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_028,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_029,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_030,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_031,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_032,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_033,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_034,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_035,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_036,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_037,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_038,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_sum_039,0.0,0.0,0.0,0.0
